genes,gene_short_name,GC_content,Gene_type,Transcript_name
SLC22A18,SLC22A18,61.28,protein_coding,SLC22A18-216
SLC22A25,SLC22A25,39.58,protein_coding,SLC22A25-201
SLC22A5,SLC22A5,48.32,protein_coding,SLC22A5-201
SLC23A3,SLC23A3,50.45,protein_coding,SLC23A3-201
SLC24A1,SLC24A1,44.73,protein_coding,SLC24A1-205
SLC24A2,SLC24A2,39.68,protein_coding,SLC24A2-202
SLC24A4,SLC24A4,47.94,protein_coding,SLC24A4-201
SLC25A1,SLC25A1,67.08,protein_coding,SLC25A1-201
SLC25A11,SLC25A11,58.89,protein_coding,SLC25A11-201
SLC25A13,SLC25A13,39.76,protein_coding,SLC25A13-201
SLC25A16,SLC25A16,43.38,protein_coding,SLC25A16-202
SLC25A17,SLC25A17,41.77,protein_coding,SLC25A17-201
SLC25A19,SLC25A19,50.68,protein_coding,SLC25A19-213
SLC25A21,SLC25A21,38.4,protein_coding,SLC25A21-203
SLC25A23,SLC25A23,52.6,protein_coding,SLC25A23-209
SLC25A24,SLC25A24,39.44,protein_coding,SLC25A24-203
SLC25A26,SLC25A26,40.15,protein_coding,SLC25A26-202
SLC25A29,SLC25A29,57.04,protein_coding,SLC25A29-201
SLC25A3,SLC25A3,42.39,protein_coding,SLC25A3-203
SLC25A30,SLC25A30,42.94,protein_coding,SLC25A30-206
SLC25A32,SLC25A32,36.96,protein_coding,SLC25A32-201
SLC25A33,SLC25A33,45.52,protein_coding,SLC25A33-201
SLC25A34,SLC25A34,58.97,protein_coding,SLC25A34-201
SLC25A36,SLC25A36,35.48,protein_coding,SLC25A36-203
SLC25A37,SLC25A37,48.38,protein_coding,SLC25A37-206
SLC25A39,SLC25A39,61.11,protein_coding,SLC25A39-201
SLC25A4,SLC25A4,46.85,protein_coding,SLC25A4-201
SLC25A40,SLC25A40,35.47,protein_coding,SLC25A40-201
SLC25A42,SLC25A42,52.56,protein_coding,SLC25A42-201
SLC25A44,SLC25A44,48.29,protein_coding,SLC25A44-201
SLC25A45,SLC25A45,59.38,protein_coding,SLC25A45-215
SLC25A48,SLC25A48,44.71,protein_coding,SLC25A48-208
SLC25A5,SLC25A5,52.54,protein_coding,SLC25A5-201
SLC25A51,SLC25A51,42.85,protein_coding,SLC25A51-203
SLC25A53,SLC25A53,42.85,protein_coding,SLC25A53-202
SLC25A6,SLC25A6,57.28,protein_coding,SLC25A6-201
SLC26A11,SLC26A11,53.49,protein_coding,SLC26A11-217
SLC26A2,SLC26A2,41.19,protein_coding,SLC26A2-201
SLC26A4,SLC26A4,39.85,protein_coding,SLC26A4-207
SLC26A8,SLC26A8,42.4,protein_coding,SLC26A8-208
SLC27A1,SLC27A1,53.88,protein_coding,SLC27A1-208
SLC27A5,SLC27A5,51.36,protein_coding,SLC27A5-205
SLC28A2,SLC28A2,41.15,protein_coding,SLC28A2-201
SLC29A1,SLC29A1,56.86,protein_coding,SLC29A1-209
SLC29A4,SLC29A4,57.52,protein_coding,SLC29A4-204
SLC2A1,SLC2A1,52.73,protein_coding,SLC2A1-208
SLC2A10,SLC2A10,47.37,protein_coding,SLC2A10-201
SLC2A11,SLC2A11,50.84,protein_coding,SLC2A11-203
SLC2A3,SLC2A3,44.55,protein_coding,SLC2A3-201
SLC2A4,SLC2A4,57.84,protein_coding,SLC2A4-201
SLC2A4RG,SLC2A4RG,67.44,protein_coding,SLC2A4RG-201
SLC2A5,SLC2A5,47.92,protein_coding,SLC2A5-202
SLC2A8,SLC2A8,57.79,protein_coding,SLC2A8-203
SLC30A1,SLC30A1,40.58,protein_coding,SLC30A1-201
SLC30A2,SLC30A2,55.84,protein_coding,SLC30A2-202
SLC30A3,SLC30A3,52.1,protein_coding,SLC30A3-210
SLC30A4,SLC30A4,39.85,protein_coding,SLC30A4-201
SLC30A5,SLC30A5,39.23,protein_coding,SLC30A5-202
SLC30A6,SLC30A6,39.74,protein_coding,SLC30A6-206
SLC30A7,SLC30A7,35.85,protein_coding,SLC30A7-203
SLC30A8,SLC30A8,38.63,protein_coding,SLC30A8-208
SLC30A9,SLC30A9,36.97,protein_coding,SLC30A9-201
SLC31A1,SLC31A1,41.29,protein_coding,SLC31A1-201
SLC33A1,SLC33A1,39.66,protein_coding,SLC33A1-207
SLC34A2,SLC34A2,47.92,protein_coding,SLC34A2-207
SLC35A1,SLC35A1,39.25,protein_coding,SLC35A1-204
SLC35A2,SLC35A2,52.04,protein_coding,SLC35A2-215
SLC35A3,SLC35A3,37.43,protein_coding,SLC35A3-210
SLC35A4,SLC35A4,53.69,protein_coding,SLC35A4-201
SLC35A5,SLC35A5,38.43,protein_coding,SLC35A5-205
SLC35B1,SLC35B1,47.79,protein_coding,SLC35B1-201
SLC35B2,SLC35B2,58.08,protein_coding,SLC35B2-203
SLC35B4,SLC35B4,40.4,protein_coding,SLC35B4-201
SLC35C2,SLC35C2,53.97,protein_coding,SLC35C2-213
SLC35D1,SLC35D1,37.86,protein_coding,SLC35D1-201
SLC35E1,SLC35E1,50.17,protein_coding,SLC35E1-207
SLC35E2A,SLC35E2A,52.17,protein_coding,SLC35E2A-206
SLC35E2B,SLC35E2B,53.57,protein_coding,SLC35E2B-205
SLC35E3,SLC35E3,43.37,protein_coding,SLC35E3-202
SLC35E4,SLC35E4,50.88,protein_coding,SLC35E4-201
SLC35F2,SLC35F2,43.51,protein_coding,SLC35F2-204
SLC35F5,SLC35F5,36.65,protein_coding,SLC35F5-209
SLC35F6,SLC35F6,52.66,protein_coding,SLC35F6-203
SLC35G2,SLC35G2,41.29,protein_coding,SLC35G2-203
SLC36A2,SLC36A2,43.16,protein_coding,SLC36A2-201
SLC37A2,SLC37A2,52.89,protein_coding,SLC37A2-203
SLC37A3,SLC37A3,45.22,protein_coding,SLC37A3-215
SLC38A1,SLC38A1,39.96,protein_coding,SLC38A1-201
SLC38A10,SLC38A10,56.71,protein_coding,SLC38A10-202
SLC38A2,SLC38A2,38.31,protein_coding,SLC38A2-201
SLC38A6,SLC38A6,37.62,protein_coding,SLC38A6-201
SLC38A7,SLC38A7,52.71,protein_coding,SLC38A7-215
SLC39A1,SLC39A1,52.3,protein_coding,SLC39A1-202
SLC39A10,SLC39A10,38.48,protein_coding,SLC39A10-207
SLC39A11,SLC39A11,45.91,protein_coding,SLC39A11-201
SLC39A14,SLC39A14,48.28,protein_coding,SLC39A14-201
SLC39A3,SLC39A3,57.81,protein_coding,SLC39A3-203
SLC39A4,SLC39A4,62.01,protein_coding,SLC39A4-204
SLC39A5,SLC39A5,54.83,protein_coding,SLC39A5-205
SLC39A6,SLC39A6,39.44,protein_coding,SLC39A6-201
SLC39A7,SLC39A7,52.92,protein_coding,SLC39A7-207
SLC39A9,SLC39A9,40.2,protein_coding,SLC39A9-208
SLC3A1,SLC3A1,41.62,protein_coding,SLC3A1-201
SLC3A2,SLC3A2,48.27,protein_coding,SLC3A2-203
SLC40A1,SLC40A1,38.25,protein_coding,SLC40A1-201
SLC41A2,SLC41A2,37.31,protein_coding,SLC41A2-201
SLC41A3,SLC41A3,45.99,protein_coding,SLC41A3-203
SLC43A2,SLC43A2,54.63,protein_coding,SLC43A2-201
SLC43A3,SLC43A3,48.17,protein_coding,SLC43A3-226
SLC44A1,SLC44A1,38.86,protein_coding,SLC44A1-202
SLC44A2,SLC44A2,51.73,protein_coding,SLC44A2-211
SLC44A4,SLC44A4,53.64,protein_coding,SLC44A4-220
SLC44A5,SLC44A5,36.99,protein_coding,SLC44A5-202
SLC46A1,SLC46A1,52.44,protein_coding,SLC46A1-207
SLC47A1,SLC47A1,47.07,protein_coding,SLC47A1-214
SLC48A1,SLC48A1,52.68,protein_coding,SLC48A1-206
SLC4A1,SLC4A1,55.79,protein_coding,SLC4A1-201
SLC4A1AP,SLC4A1AP,40.08,protein_coding,SLC4A1AP-201
SLC4A2,SLC4A2,59.83,protein_coding,SLC4A2-213
SLC4A5,SLC4A5,45.71,protein_coding,SLC4A5-213
SLC4A7,SLC4A7,36.85,protein_coding,SLC4A7-202
SLC4A8,SLC4A8,42.72,protein_coding,SLC4A8-205
SLC50A1,SLC50A1,55.69,protein_coding,SLC50A1-209
SLC51A,SLC51A,49.17,protein_coding,SLC51A-203
SLC52A1,SLC52A1,50.39,protein_coding,SLC52A1-203
SLC52A2,SLC52A2,65.97,protein_coding,SLC52A2-203
SLC52A3,SLC52A3,51.37,protein_coding,SLC52A3-205
SLC5A1,SLC5A1,43.15,protein_coding,SLC5A1-201
SLC5A3,SLC5A3,39.02,protein_coding,SLC5A3-201
SLC5A5,SLC5A5,52.66,protein_coding,SLC5A5-201
SLC5A6,SLC5A6,53.48,protein_coding,SLC5A6-213
SLC5A8,SLC5A8,38.27,protein_coding,SLC5A8-202
SLC6A1,SLC6A1,50.3,protein_coding,SLC6A1-236
SLC6A20,SLC6A20,47.96,protein_coding,SLC6A20-201
SLC6A4,SLC6A4,46.87,protein_coding,SLC6A4-203
SLC7A1,SLC7A1,47.44,protein_coding,SLC7A1-201
SLC7A11,SLC7A11,35.52,protein_coding,SLC7A11-201
SLC7A14,SLC7A14,42.15,protein_coding,SLC7A14-201
SLC7A6,SLC7A6,47.81,protein_coding,SLC7A6-217
SLC7A7,SLC7A7,47.24,protein_coding,SLC7A7-201
SLC7A8,SLC7A8,47.13,protein_coding,SLC7A8-202
SLC7A9,SLC7A9,46.63,protein_coding,SLC7A9-204
SLC8B1,SLC8B1,49.93,protein_coding,SLC8B1-213
SLC9A1,SLC9A1,51.7,protein_coding,SLC9A1-204
SLC9A3R1,SLC9A3R1,56.22,protein_coding,SLC9A3R1-205
SLC9A4,SLC9A4,40.97,protein_coding,SLC9A4-201
SLC9A6,SLC9A6,40.97,protein_coding,SLC9A6-209
SLC9A7,SLC9A7,41.06,protein_coding,SLC9A7-201
SLC9B1,SLC9B1,37.29,protein_coding,SLC9B1-202
SLCO1A2,SLCO1A2,36.64,protein_coding,SLCO1A2-201
SLCO3A1,SLCO3A1,45.12,protein_coding,SLCO3A1-201
SLF2,SLF2,38.83,protein_coding,SLF2-201
SLFN12L,SLFN12L,42.49,protein_coding,SLFN12L-203
SLFN13,SLFN13,41.71,protein_coding,SLFN13-201
SLFN5,SLFN5,41.59,protein_coding,SLFN5-201
SLIRP,SLIRP,41.29,protein_coding,SLIRP-209
SLIT3,SLIT3,45.01,protein_coding,SLIT3-206
SLITRK2,SLITRK2,44.16,protein_coding,SLITRK2-201
SLITRK4,SLITRK4,41.25,protein_coding,SLITRK4-201
SLITRK5,SLITRK5,35.34,protein_coding,SLITRK5-201
SLK,SLK,36.59,protein_coding,SLK-202
SLMAP,SLMAP,38.92,protein_coding,SLMAP-218
SLPI,SLPI,51.29,protein_coding,SLPI-201
SLTM,SLTM,38.75,protein_coding,SLTM-202
SLU7,SLU7,36.94,protein_coding,SLU7-201
SLX4,SLX4,52.41,protein_coding,SLX4-201
SLX4IP,SLX4IP,40.51,protein_coding,SLX4IP-201
SMAD1,SMAD1,38.35,protein_coding,SMAD1-213
SMAD2,SMAD2,37.52,protein_coding,SMAD2-201
SMAD3,SMAD3,48.33,protein_coding,SMAD3-211
SMAD4,SMAD4,37.94,protein_coding,SMAD4-206
SMAD5,SMAD5,37.17,protein_coding,SMAD5-211
SMAD9,SMAD9,41.07,protein_coding,SMAD9-203
SMAGP,SMAGP,46.59,protein_coding,SMAGP-203
SMAP1,SMAP1,37.73,protein_coding,SMAP1-202
SMARCA2,SMARCA2,40.37,protein_coding,SMARCA2-262
SMARCA4,SMARCA4,52.5,protein_coding,SMARCA4-201
SMARCA5,SMARCA5,35.39,protein_coding,SMARCA5-201
SMARCAD1,SMARCAD1,36.02,protein_coding,SMARCAD1-202
SMARCAL1,SMARCAL1,43.15,protein_coding,SMARCAL1-207
SMARCB1,SMARCB1,51.42,protein_coding,SMARCB1-204
SMARCC1,SMARCC1,41.6,protein_coding,SMARCC1-201
SMARCC2,SMARCC2,48.97,protein_coding,SMARCC2-203
SMARCD1,SMARCD1,48.48,protein_coding,SMARCD1-202
SMARCE1,SMARCE1,37.88,protein_coding,SMARCE1-202
SMC1A,SMC1A,45.54,protein_coding,SMC1A-201
SMC2,SMC2,35.98,protein_coding,SMC2-204
SMC3,SMC3,36.86,protein_coding,SMC3-201
SMC4,SMC4,36.23,protein_coding,SMC4-226
SMC5,SMC5,36.37,protein_coding,SMC5-201
SMC6,SMC6,36.86,protein_coding,SMC6-207
SMCHD1,SMCHD1,36.8,protein_coding,SMCHD1-201
SMCR8,SMCR8,52.66,protein_coding,SMCR8-201
SMDT1,SMDT1,45.6,protein_coding,SMDT1-209
SMG1,SMG1,39.95,protein_coding,SMG1-202
SMG5,SMG5,49.82,protein_coding,SMG5-201
SMG6,SMG6,45.76,protein_coding,SMG6-215
SMG7,SMG7,40.28,protein_coding,SMG7-205
SMG9,SMG9,50.21,protein_coding,SMG9-201
SMIM10L1,SMIM10L1,64.36,processed_pseudogene,SMIM10L1-202
SMIM11A,SMIM11A,47.3,protein_coding,SMIM11A-205
SMIM11B,SMIM11B,47.23,protein_coding,SMIM11B-206
SMIM12,SMIM12,47.94,protein_coding,SMIM12-203
SMIM14,SMIM14,41.4,protein_coding,SMIM14-201
SMIM15,SMIM15,36.56,protein_coding,SMIM15-201
SMIM19,SMIM19,44.11,protein_coding,SMIM19-204
SMIM20,SMIM20,45.19,protein_coding,SMIM20-203
SMIM22,SMIM22,53.19,protein_coding,SMIM22-207
SMIM26,SMIM26,44.25,protein_coding,SMIM26-202
SMIM27,SMIM27,42.17,protein_coding,SMIM27-204
SMIM30,SMIM30,36.68,protein_coding,SMIM30-201
SMIM31,SMIM31,38.66,protein_coding,SMIM31-202
SMIM4,SMIM4,43.07,protein_coding,SMIM4-205
SMIM7,SMIM7,47.85,protein_coding,SMIM7-218
SMIM8,SMIM8,40.32,protein_coding,SMIM8-206
SMN1,SMN1,42.22,protein_coding,SMN1-203
SMNDC1,SMNDC1,37.32,protein_coding,SMNDC1-202
SMPD4,SMPD4,53.96,protein_coding,SMPD4-213
SMS,SMS,43.39,protein_coding,SMS-202
SMTN,SMTN,54.79,protein_coding,SMTN-209
SMU1,SMU1,41.17,protein_coding,SMU1-201
SMUG1,SMUG1,50.76,protein_coding,SMUG1-223
SMURF1,SMURF1,42.72,protein_coding,SMURF1-202
SMURF2,SMURF2,39.47,protein_coding,SMURF2-206
SMYD4,SMYD4,46.16,protein_coding,SMYD4-201
SNAP23,SNAP23,42.25,protein_coding,SNAP23-219
SNAP29,SNAP29,48.84,protein_coding,SNAP29-201
SNAPC1,SNAPC1,39.55,protein_coding,SNAPC1-201
SNAPC3,SNAPC3,39.78,protein_coding,SNAPC3-202
SNAPC5,SNAPC5,44.44,protein_coding,SNAPC5-205
SNAPIN,SNAPIN,50.6,protein_coding,SNAPIN-201
SNCAIP,SNCAIP,39.26,protein_coding,SNCAIP-219
SND1,SND1,42.44,protein_coding,SND1-201
SNF8,SNF8,46.83,protein_coding,SNF8-202
SNHG32,SNHG32,48.88,protein_coding,SNHG32-239
SNIP1,SNIP1,43.19,protein_coding,SNIP1-201
SNRK,SNRK,41.92,protein_coding,SNRK-204
SNRNP200,SNRNP200,47.24,protein_coding,SNRNP200-201
SNRNP25,SNRNP25,56.7,protein_coding,SNRNP25-201
SNRNP27,SNRNP27,40.47,protein_coding,SNRNP27-201
SNRNP35,SNRNP35,47.68,protein_coding,SNRNP35-203
SNRNP40,SNRNP40,42.02,protein_coding,SNRNP40-201
SNRNP48,SNRNP48,37.33,protein_coding,SNRNP48-201
SNRNP70,SNRNP70,53.38,protein_coding,SNRNP70-209
SNRPA,SNRPA,50.77,protein_coding,SNRPA-211
SNRPA1,SNRPA1,42.28,protein_coding,SNRPA1-201
SNRPB,SNRPB,46.19,protein_coding,SNRPB-201
SNRPB2,SNRPB2,38.18,protein_coding,SNRPB2-202
SNRPC,SNRPC,42.54,protein_coding,SNRPC-201
SNRPD1,SNRPD1,42.25,protein_coding,SNRPD1-201
SNRPD2,SNRPD2,52.25,protein_coding,SNRPD2-201
SNRPD3,SNRPD3,45.46,protein_coding,SNRPD3-201
SNRPE,SNRPE,42.4,protein_coding,SNRPE-206
SNRPF,SNRPF,39.09,protein_coding,SNRPF-201
SNRPG,SNRPG,41.07,protein_coding,SNRPG-201
SNRPN,SNRPN,41.92,protein_coding,SNRPN-204
SNTB2,SNTB2,76.05,protein_coding,SNTB2-209
SNTG1,SNTG1,35.87,protein_coding,SNTG1-202
SNU13,SNU13,46.8,protein_coding,SNU13-202
SNUPN,SNUPN,47.36,protein_coding,SNUPN-207
SNW1,SNW1,41.12,protein_coding,SNW1-201
SNX1,SNX1,43.68,protein_coding,SNX1-211
SNX12,SNX12,42.55,protein_coding,SNX12-204
SNX13,SNX13,35.09,protein_coding,SNX13-203
SNX14,SNX14,37.43,protein_coding,SNX14-202
SNX15,SNX15,51.28,protein_coding,SNX15-202
SNX17,SNX17,53.1,protein_coding,SNX17-201
SNX19,SNX19,42.46,protein_coding,SNX19-201
SNX2,SNX2,35.79,protein_coding,SNX2-201
SNX21,SNX21,52.48,protein_coding,SNX21-208
SNX22,SNX22,58.09,protein_coding,SNX22-202
SNX27,SNX27,40.43,protein_coding,SNX27-207
SNX29,SNX29,47.13,protein_coding,SNX29-208
SNX3,SNX3,41.15,protein_coding,SNX3-201
SNX30,SNX30,44.28,protein_coding,SNX30-201
SNX4,SNX4,40.09,protein_coding,SNX4-201
SNX5,SNX5,42.13,protein_coding,SNX5-211
SNX6,SNX6,44.32,protein_coding,SNX6-202
SNX9,SNX9,42.45,protein_coding,SNX9-202
SOAT1,SOAT1,39.63,protein_coding,SOAT1-201
SOCS2,SOCS2,47.34,protein_coding,SOCS2-201
SOCS4,SOCS4,37.83,protein_coding,SOCS4-202
SOCS6,SOCS6,39.07,protein_coding,SOCS6-201
SOCS7,SOCS7,45.25,protein_coding,SOCS7-201
SOD1,SOD1,44.51,protein_coding,SOD1-201
SOGA1,SOGA1,51.51,protein_coding,SOGA1-201
SON,SON,38.68,protein_coding,SON-202
SORBS2,SORBS2,40.39,protein_coding,SORBS2-201
SORD,SORD,45.25,protein_coding,SORD-201
SORL1,SORL1,43.54,protein_coding,SORL1-201
SORT1,SORT1,42.26,protein_coding,SORT1-201
SOS1,SOS1,37.8,protein_coding,SOS1-203
SOS2,SOS2,38.28,protein_coding,SOS2-202
SOWAHC,SOWAHC,47.44,protein_coding,SOWAHC-201
SOX11,SOX11,48.61,protein_coding,SOX11-201
SOX12,SOX12,61.99,protein_coding,SOX12-201
SOX13,SOX13,51.76,protein_coding,SOX13-202
SOX4,SOX4,52.52,protein_coding,SOX4-201
SOX6,SOX6,36.07,protein_coding,SOX6-201
SOX7,SOX7,52.16,protein_coding,SOX7-201
SOX9,SOX9,53.36,protein_coding,SOX9-201
SP1,SP1,45.65,protein_coding,SP1-204
SP100,SP100,39.21,protein_coding,SP100-201
SP110,SP110,42.37,protein_coding,SP110-209
SP140L,SP140L,38.73,protein_coding,SP140L-204
SP3,SP3,38.66,protein_coding,SP3-211
SP4,SP4,38.35,protein_coding,SP4-201
SPA17,SPA17,37.97,protein_coding,SPA17-201
SPACA6,SPACA6,53.8,protein_coding,SPACA6-214
SPACA9,SPACA9,53.54,protein_coding,SPACA9-203
SPAG1,SPAG1,40.18,protein_coding,SPAG1-206
SPAG16,SPAG16,35.89,protein_coding,SPAG16-202
SPAG4,SPAG4,59.57,protein_coding,SPAG4-201
SPAG7,SPAG7,51.59,protein_coding,SPAG7-207
SPAG9,SPAG9,40,protein_coding,SPAG9-201
SPART,SPART,39.04,protein_coding,SPART-202
SPAST,SPAST,40,protein_coding,SPAST-201
SPATA13,SPATA13,44.13,protein_coding,SPATA13-206
SPATA17,SPATA17,35.7,protein_coding,SPATA17-202
SPATA33,SPATA33,52.08,protein_coding,SPATA33-201
SPATA4,SPATA4,38.01,protein_coding,SPATA4-201
SPATA5,SPATA5,37.39,protein_coding,SPATA5-201
SPATA6,SPATA6,37.04,protein_coding,SPATA6-203
SPATA6L,SPATA6L,41.45,protein_coding,SPATA6L-208
SPATS2,SPATS2,41.68,protein_coding,SPATS2-217
SPATS2L,SPATS2L,40.19,protein_coding,SPATS2L-208
SPC24,SPC24,53.53,protein_coding,SPC24-203
SPC25,SPC25,39.39,protein_coding,SPC25-204
SPCS1,SPCS1,47.35,protein_coding,SPCS1-202
SPCS2,SPCS2,39.26,protein_coding,SPCS2-201
SPCS3,SPCS3,36.76,protein_coding,SPCS3-201
SPDEF,SPDEF,57.98,protein_coding,SPDEF-201
SPDYA,SPDYA,39.58,protein_coding,SPDYA-205
SPECC1,SPECC1,42.5,protein_coding,SPECC1-209
SPECC1L,SPECC1L,42.29,protein_coding,SPECC1L-203
SPEF2,SPEF2,37.81,protein_coding,SPEF2-201
SPEN,SPEN,43.04,protein_coding,SPEN-201
SPG11,SPG11,41.28,protein_coding,SPG11-201
SPG21,SPG21,44.04,protein_coding,SPG21-201
SPG7,SPG7,52.33,protein_coding,SPG7-277
SPIB,SPIB,54.35,protein_coding,SPIB-205
SPICE1,SPICE1,38.02,protein_coding,SPICE1-201
SPIDR,SPIDR,40.76,protein_coding,SPIDR-201
SPIN1,SPIN1,41.25,protein_coding,SPIN1-201
SPIN3,SPIN3,39.64,protein_coding,SPIN3-234
SPINK9,SPINK9,36.08,protein_coding,SPINK9-202
SPINT1,SPINT1,53.63,protein_coding,SPINT1-202
SPINT2,SPINT2,51.22,protein_coding,SPINT2-209
SPIRE1,SPIRE1,40.66,protein_coding,SPIRE1-202
SPIRE2,SPIRE2,54.79,protein_coding,SPIRE2-206
SPNS1,SPNS1,55.79,protein_coding,SPNS1-209
SPOCD1,SPOCD1,49.3,protein_coding,SPOCD1-201
SPON2,SPON2,53.74,protein_coding,SPON2-201
SPOP,SPOP,40.42,protein_coding,SPOP-206
SPOPL,SPOPL,36.7,protein_coding,SPOPL-201
SPOUT1,SPOUT1,57.6,protein_coding,SPOUT1-201
SPPL2A,SPPL2A,40.38,protein_coding,SPPL2A-201
SPPL2B,SPPL2B,61.04,protein_coding,SPPL2B-201
SPPL3,SPPL3,40.88,protein_coding,SPPL3-201
SPRED1,SPRED1,35.19,protein_coding,SPRED1-201
SPRED2,SPRED2,43.76,protein_coding,SPRED2-201
SPRED3,SPRED3,56.25,protein_coding,SPRED3-204
SPRYD4,SPRYD4,48.12,protein_coding,SPRYD4-201
SPRYD7,SPRYD7,40.33,protein_coding,SPRYD7-201
SPTAN1,SPTAN1,46.82,protein_coding,SPTAN1-202
SPTB,SPTB,48.21,protein_coding,SPTB-207
SPTBN1,SPTBN1,42.78,protein_coding,SPTBN1-202
SPTLC1,SPTLC1,41.69,protein_coding,SPTLC1-209
SPTLC2,SPTLC2,41.35,protein_coding,SPTLC2-201
SPTLC3,SPTLC3,39.89,protein_coding,SPTLC3-205
SPTSSA,SPTSSA,41.75,protein_coding,SPTSSA-201
SPTY2D1,SPTY2D1,41.92,protein_coding,SPTY2D1-201
SPTY2D1OS,SPTY2D1OS,43.98,protein_coding,SPTY2D1OS-207
SQLE,SQLE,37.59,protein_coding,SQLE-206
SQOR,SQOR,44.92,protein_coding,SQOR-208
SQSTM1,SQSTM1,54.99,protein_coding,SQSTM1-210
SRA1,SRA1,45.85,protein_coding,SRA1-204
SRARP,SRARP,52.32,protein_coding,SRARP-201
SRBD1,SRBD1,36.55,protein_coding,SRBD1-201
SRCAP,SRCAP,49.63,protein_coding,SRCAP-203
SRCIN1,SRCIN1,56.67,protein_coding,SRCIN1-213
SRD5A1,SRD5A1,44.16,protein_coding,SRD5A1-201
SRD5A3,SRD5A3,44.61,protein_coding,SRD5A3-201
SREBF1,SREBF1,58.04,protein_coding,SREBF1-213
SREBF2,SREBF2,48.21,protein_coding,SREBF2-201
SREK1,SREK1,35.5,protein_coding,SREK1-210
SREK1IP1,SREK1IP1,36.21,protein_coding,SREK1IP1-204
SRF,SRF,55.64,protein_coding,SRF-201
SRFBP1,SRFBP1,36.16,protein_coding,SRFBP1-201
SRGAP1,SRGAP1,39.42,protein_coding,SRGAP1-201
SRGAP2,SRGAP2,42.75,protein_coding,SRGAP2-204
SRGAP2B,SRGAP2B,42.03,protein_coding,SRGAP2B-204
SRGAP2C,SRGAP2C,41.92,protein_coding,SRGAP2C-202
SRGAP3,SRGAP3,45.29,protein_coding,SRGAP3-202
SRI,SRI,39.53,protein_coding,SRI-201
SRM,SRM,59.85,protein_coding,SRM-204
SRP14,SRP14,43.3,protein_coding,SRP14-201
SRP19,SRP19,41.89,protein_coding,SRP19-204
SRP54,SRP54,39.06,protein_coding,SRP54-213
SRP68,SRP68,45.92,protein_coding,SRP68-201
SRP72,SRP72,37.77,protein_coding,SRP72-204
SRP9,SRP9,40.6,protein_coding,SRP9-201
SRPK1,SRPK1,40.48,protein_coding,SRPK1-204
SRPK2,SRPK2,41.06,protein_coding,SRPK2-215
SRPRA,SRPRA,49.57,protein_coding,SRPRA-201
SRPRB,SRPRB,41.15,protein_coding,SRPRB-201
SRPX2,SRPX2,43.59,protein_coding,SRPX2-209
SRRD,SRRD,45.15,protein_coding,SRRD-201
SRRM1,SRRM1,41.76,protein_coding,SRRM1-209
SRRM2,SRRM2,52.69,protein_coding,SRRM2-201
SRRM4,SRRM4,44.14,protein_coding,SRRM4-201
SRRT,SRRT,53.16,protein_coding,SRRT-218
SRSF1,SRSF1,40.14,protein_coding,SRSF1-205
SRSF10,SRSF10,38.94,protein_coding,SRSF10-204
SRSF11,SRSF11,37.01,protein_coding,SRSF11-203
SRSF12,SRSF12,40.75,protein_coding,SRSF12-201
SRSF2,SRSF2,49.23,protein_coding,SRSF2-203
SRSF3,SRSF3,40.22,protein_coding,SRSF3-204
SRSF4,SRSF4,42.93,protein_coding,SRSF4-201
SRSF5,SRSF5,43.68,protein_coding,SRSF5-203
SRSF6,SRSF6,42.3,protein_coding,SRSF6-204
SRSF7,SRSF7,41.45,protein_coding,SRSF7-201
SRSF8,SRSF8,43.87,protein_coding,SRSF8-201
SRSF9,SRSF9,46.47,protein_coding,SRSF9-201
SS18,SS18,35.21,protein_coding,SS18-203
SS18L1,SS18L1,55,protein_coding,SS18L1-203
SS18L2,SS18L2,47.77,protein_coding,SS18L2-202
SSB,SSB,39.88,protein_coding,SSB-205
SSBP1,SSBP1,39.43,protein_coding,SSBP1-216
SSBP2,SSBP2,35.97,protein_coding,SSBP2-201
SSBP3,SSBP3,50.93,protein_coding,SSBP3-201
SSH1,SSH1,48.43,protein_coding,SSH1-202
SSH2,SSH2,40.66,protein_coding,SSH2-201
SSNA1,SSNA1,65.81,protein_coding,SSNA1-201
SSPN,SSPN,41.2,protein_coding,SSPN-205
SSPO,SSPO,61.01,protein_coding,SSPO-201
SSR1,SSR1,43.56,protein_coding,SSR1-204
SSR2,SSR2,46.99,protein_coding,SSR2-201
SSR3,SSR3,38.72,protein_coding,SSR3-201
SSR4,SSR4,61.52,protein_coding,SSR4-201
SSRP1,SSRP1,50.56,protein_coding,SSRP1-201
SSTR2,SSTR2,47.17,protein_coding,SSTR2-202
SSU72,SSU72,53.86,protein_coding,SSU72-201
SSX2IP,SSX2IP,37.23,protein_coding,SSX2IP-201
ST13,ST13,38.21,protein_coding,ST13-201
ST14,ST14,51.85,protein_coding,ST14-201
ST3GAL1,ST3GAL1,49.4,protein_coding,ST3GAL1-207
ST3GAL2,ST3GAL2,51.87,protein_coding,ST3GAL2-202
ST3GAL3,ST3GAL3,44.35,protein_coding,ST3GAL3-235
ST3GAL5,ST3GAL5,45.07,protein_coding,ST3GAL5-222
ST5,ST5,45.03,protein_coding,ST5-213
ST6GAL1,ST6GAL1,44.38,protein_coding,ST6GAL1-201
ST6GAL2,ST6GAL2,41.34,protein_coding,ST6GAL2-201
